Id,Time,Value
1503960366,4/12/2016 07:35:32 AM,174
1503960366,4/12/2016 07:36:05 AM,170
1503960366,4/12/2016 07:36:14 AM,203
1503960366,4/12/2016 07:36:55 AM,188
1503960366,4/12/2016 07:37:31 AM,186
1503960366,4/12/2016 07:38:24 AM,160
1503960366,4/12/2016 07:38:53 AM,134
1503960366,4/12/2016 07:39:35 AM,161
1503960366,4/12/2016 07:40:08 AM,163
1503960366,4/12/2016 07:40:40 AM,159
1503960366,4/12/2016 07:40:54 AM,148
1503960366,4/12/2016 07:41:34 AM,194
1503960366,4/12/2016 07:42:25 AM,119
1503960366,4/12/2016 07:43:09 AM,175
1503960366,4/12/2016 07:44:05 AM,194
1503960366,4/12/2016 07:45:01 AM,186
1503960366,4/12/2016 07:45:54 AM,144
1503960366,4/12/2016 07:46:09 AM,104
1503960366,4/12/2016 07:46:40 AM,149
1503960366,4/12/2016 07:47:18 AM,164
1503960366,4/12/2016 07:47:43 AM,167
1503960366,4/12/2016 07:48:15 AM,143
1503960366,4/12/2016 07:48:37 AM,179
1503960366,4/12/2016 07:48:55 AM,199
1503960366,4/12/2016 07:49:29 AM,143
1503960366,4/12/2016 07:49:47 AM,177
1503960366,4/12/2016 07:50:35 AM,179
1503960366,4/12/2016 07:50:57 AM,156
1503960366,4/12/2016 07:51:06 AM,176
1503960366,4/12/2016 07:51:23 AM,170
1503960366,4/12/2016 07:52:02 AM,191
1503960366,4/12/2016 07:52:25 AM,165
1503960366,4/12/2016 07:52:44 AM,182
1503960366,4/12/2016 07:53:01 AM,201
1503960366,4/12/2016 07:53:28 AM,187
1503960366,4/12/2016 07:53:43 AM,151
1503960366,4/12/2016 07:54:12 AM,144
1503960366,4/12/2016 07:54:25 AM,142
1503960366,4/12/2016 07:55:10 AM,128
1503960366,4/12/2016 07:55:38 AM,203
1503960366,4/12/2016 07:55:50 AM,132
1503960366,4/12/2016 07:56:11 AM,172
1503960366,4/12/2016 07:56:51 AM,179
1503960366,4/12/2016 07:57:41 AM,208
1503960366,4/12/2016 07:58:35 AM,171
1503960366,4/12/2016 07:58:59 AM,147
1503960366,4/12/2016 07:59:19 AM,199
1503960366,4/12/2016 07:59:29 AM,138
1503960366,4/12/2016 07:59:53 AM,156
1503960366,4/12/2016 08:00:09 AM,130
1503960366,4/12/2016 08:00:21 AM,186
1503960366,4/12/2016 08:00:35 AM,211
1503960366,4/12/2016 08:01:00 AM,183
1503960366,4/12/2016 08:01:33 AM,194
1503960366,4/12/2016 08:02:08 AM,163
1503960366,4/12/2016 08:02:42 AM,174
1503960366,4/12/2016 08:02:50 AM,172
1503960366,4/12/2016 08:03:18 AM,186
1503960366,4/12/2016 08:04:05 AM,199
1503960366,4/12/2016 08:04:48 AM,162
1503960366,4/12/2016 08:05:20 AM,170
1503960366,4/12/2016 08:06:17 AM,120
1503960366,4/12/2016 08:06:49 AM,181
1503960366,4/12/2016 08:07:46 AM,148
1503960366,4/12/2016 08:07:57 AM,174
1503960366,4/12/2016 08:08:38 AM,159
1503960366,4/12/2016 08:09:05 AM,161
1503960366,4/12/2016 08:09:12 AM,193
1503960366,4/12/2016 08:09:37 AM,135
1503960366,4/12/2016 08:10:16 AM,174
1503960366,4/12/2016 08:10:43 AM,180
1503960366,4/12/2016 08:10:49 AM,150
1503960366,4/12/2016 08:10:56 AM,195
1503960366,4/12/2016 08:11:09 AM,173
1503960366,4/12/2016 08:12:01 AM,138
1503960366,4/12/2016 08:12:55 AM,173
1503960366,4/12/2016 08:13:00 AM,212
1503960366,4/12/2016 08:13:13 AM,182
1503960366,4/12/2016 08:14:03 AM,159
1503960366,4/12/2016 08:14:09 AM,115
1503960366,4/12/2016 08:14:34 AM,201
1503960366,4/12/2016 08:15:33 AM,157
1503960366,4/12/2016 08:16:07 AM,199
1503960366,4/12/2016 08:16:54 AM,125
1503960366,4/12/2016 08:17:08 AM,172
1503960366,4/12/2016 08:17:33 AM,163
1503960366,4/12/2016 08:17:59 AM,197
1503960366,4/12/2016 08:18:13 AM,174
1503960366,4/12/2016 08:19:00 AM,176
1503960366,4/12/2016 08:19:41 AM,147
1503960366,4/12/2016 08:20:04 AM,146
1503960366,4/12/2016 08:20:11 AM,167
1503960366,4/12/2016 08:21:02 AM,135
1503960366,4/12/2016 08:21:08 AM,166
1503960366,4/12/2016 08:21:51 AM,137
1503960366,4/12/2016 08:22:35 AM,143
1503960366,4/12/2016 08:23:15 AM,176
1503960366,4/12/2016 08:23:57 AM,156
1503960366,4/12/2016 08:24:38 AM,154
1503960366,4/12/2016 08:25:20 AM,188
1503960366,4/12/2016 08:26:09 AM,182
1503960366,4/12/2016 08:26:44 AM,162
1503960366,4/12/2016 08:27:21 AM,169
1503960366,4/12/2016 08:28:08 AM,179
1503960366,4/12/2016 08:28:22 AM,151
1503960366,4/12/2016 08:28:51 AM,156
1503960366,4/12/2016 08:29:21 AM,144
1503960366,4/12/2016 08:29:51 AM,119
1503960366,4/12/2016 08:30:09 AM,147
1503960366,4/12/2016 08:31:08 AM,132
1503960366,4/12/2016 08:32:01 AM,127
1503960366,4/12/2016 08:32:11 AM,190
1503960366,4/12/2016 08:32:50 AM,171
1503960366,4/12/2016 08:33:19 AM,205
1503960366,4/12/2016 08:33:38 AM,149
1503960366,4/12/2016 08:34:19 AM,157
1503960366,4/12/2016 08:35:04 AM,175
1503960366,4/12/2016 08:35:28 AM,129
1503960366,4/12/2016 08:35:34 AM,130
1503960366,4/12/2016 08:35:51 AM,150
1503960366,4/12/2016 08:36:12 AM,204
1503960366,4/12/2016 08:37:09 AM,190
1503960366,4/12/2016 08:37:27 AM,193
1503960366,4/12/2016 08:38:26 AM,198
1503960366,4/12/2016 08:38:59 AM,149
1503960366,4/12/2016 08:39:19 AM,160
1503960366,4/12/2016 08:40:13 AM,158
1503960366,4/12/2016 08:40:37 AM,189
1503960366,4/12/2016 08:41:20 AM,184
1503960366,4/12/2016 08:42:10 AM,160
1503960366,4/12/2016 08:43:08 AM,152
1503960366,4/12/2016 08:43:13 AM,164
1503960366,4/12/2016 08:43:40 AM,131
1503960366,4/12/2016 08:44:29 AM,145
1503960366,4/12/2016 08:44:50 AM,148
1503960366,4/12/2016 08:45:38 AM,145
1503960366,4/12/2016 08:46:16 AM,184
1503960366,4/12/2016 08:46:22 AM,118
1503960366,4/12/2016 08:47:12 AM,187
1503960366,4/12/2016 08:47:44 AM,154
1503960366,4/12/2016 08:48:23 AM,167
1503960366,4/12/2016 08:49:16 AM,166
1503960366,4/12/2016 08:49:27 AM,181
1503960366,4/12/2016 08:50:22 AM,212
1503960366,4/12/2016 08:51:07 AM,187
1503960366,4/12/2016 08:51:48 AM,148
1503960366,4/12/2016 08:52:46 AM,130
1503960366,4/12/2016 08:53:41 AM,167
1503960366,4/12/2016 08:54:18 AM,181
1503960366,4/12/2016 08:55:09 AM,172
1503960366,4/12/2016 08:55:18 AM,157
1503960366,4/12/2016 08:56:01 AM,148
1503960366,4/12/2016 08:56:39 AM,151
1503960366,4/12/2016 08:57:29 AM,193
1503960366,4/12/2016 08:57:35 AM,149
1503960366,4/12/2016 08:58:32 AM,163
1503960366,4/12/2016 08:59:27 AM,175
1503960366,4/12/2016 08:59:32 AM,144
1503960366,4/12/2016 09:00:12 AM,65
1503960366,4/12/2016 09:00:34 AM,70
1503960366,4/12/2016 09:00:42 AM,58
1503960366,4/12/2016 09:01:36 AM,71
1503960366,4/12/2016 09:02:19 AM,80
1503960366,4/12/2016 09:03:07 AM,76
1503960366,4/12/2016 09:03:58 AM,60
1503960366,4/12/2016 09:04:12 AM,55
1503960366,4/12/2016 09:04:59 AM,51
1503960366,4/12/2016 09:05:07 AM,71
1503960366,4/12/2016 09:06:06 AM,68
1503960366,4/12/2016 09:07:00 AM,84
1503960366,4/12/2016 09:07:24 AM,50
1503960366,4/12/2016 09:08:09 AM,64
1503960366,4/12/2016 09:08:16 AM,69
1503960366,4/12/2016 09:08:44 AM,84
1503960366,4/12/2016 09:09:42 AM,73
1503960366,4/12/2016 09:10:37 AM,54
1503960366,4/12/2016 09:11:01 AM,70
1503960366,4/12/2016 09:11:54 AM,50
1503960366,4/12/2016 09:12:02 AM,73
1503960366,4/12/2016 09:12:36 AM,51
1503960366,4/12/2016 09:13:34 AM,83
1503960366,4/12/2016 09:14:30 AM,79
1503960366,4/12/2016 09:15:06 AM,66
1503960366,4/12/2016 09:15:33 AM,71
1503960366,4/12/2016 09:16:07 AM,69
1503960366,4/12/2016 09:16:37 AM,62
1503960366,4/12/2016 09:17:06 AM,73
1503960366,4/12/2016 09:18:03 AM,79
1503960366,4/12/2016 09:18:55 AM,76
1503960366,4/12/2016 09:19:41 AM,73
1503960366,4/12/2016 09:20:16 AM,59
1503960366,4/12/2016 09:20:41 AM,85
1503960366,4/12/2016 09:21:15 AM,81
1503960366,4/12/2016 09:21:54 AM,67
1503960366,4/12/2016 09:22:10 AM,68
1503960366,4/12/2016 09:22:23 AM,50
1503960366,4/12/2016 09:22:45 AM,70
1503960366,4/12/2016 09:23:35 AM,72
1503960366,4/12/2016 09:24:03 AM,76
1503960366,4/12/2016 09:24:23 AM,83
1503960366,4/12/2016 09:24:40 AM,61
1503960366,4/12/2016 09:25:09 AM,85
1503960366,4/12/2016 09:25:15 AM,87
1503960366,4/12/2016 09:25:40 AM,61
1503960366,4/12/2016 09:26:11 AM,62
1503960366,4/12/2016 09:27:03 AM,50
1503960366,4/12/2016 09:27:49 AM,80
1503960366,4/12/2016 09:28:12 AM,74
1503960366,4/12/2016 09:28:45 AM,61
1503960366,4/12/2016 09:29:28 AM,54
1503960366,4/12/2016 09:30:05 AM,50
1503960366,4/12/2016 09:30:35 AM,61
1503960366,4/12/2016 09:30:56 AM,56
1503960366,4/12/2016 09:31:05 AM,59
1503960366,4/12/2016 09:31:59 AM,82
1503960366,4/12/2016 09:32:58 AM,78
1503960366,4/12/2016 09:33:30 AM,66
1503960366,4/12/2016 09:34:28 AM,62
1503960366,4/12/2016 09:35:00 AM,70
1503960366,4/12/2016 09:35:55 AM,77
1503960366,4/12/2016 09:36:11 AM,59
1503960366,4/12/2016 09:36:56 AM,65
1503960366,4/12/2016 09:37:01 AM,55
1503960366,4/12/2016 09:37:06 AM,50
1503960366,4/12/2016 09:37:42 AM,89
1503960366,4/12/2016 09:38:16 AM,64
1503960366,4/12/2016 09:39:10 AM,50
1503960366,4/12/2016 09:39:41 AM,73
1503960366,4/12/2016 09:40:22 AM,65
1503960366,4/12/2016 09:40:57 AM,97
1503960366,4/12/2016 09:41:03 AM,84
1503960366,4/12/2016 09:41:26 AM,71
1503960366,4/12/2016 09:42:01 AM,92
1503960366,4/12/2016 09:42:56 AM,66
1503960366,4/12/2016 09:43:45 AM,86
1503960366,4/12/2016 09:44:41 AM,51
1503960366,4/12/2016 09:45:05 AM,73
1503960366,4/12/2016 09:45:29 AM,69
1503960366,4/12/2016 09:46:24 AM,68
1503960366,4/12/2016 09:46:34 AM,50
1503960366,4/12/2016 09:46:45 AM,77
1503960366,4/12/2016 09:46:54 AM,59
1503960366,4/12/2016 09:47:20 AM,74
1503960366,4/12/2016 09:47:35 AM,75
1503960366,4/12/2016 09:47:46 AM,61
1503960366,4/12/2016 09:48:41 AM,72
1503960366,4/12/2016 09:49:23 AM,50
1503960366,4/12/2016 09:49:59 AM,61
1503960366,4/12/2016 09:50:19 AM,59
1503960366,4/12/2016 09:51:04 AM,67
1503960366,4/12/2016 09:51:31 AM,68
1503960366,4/12/2016 09:51:53 AM,71
1503960366,4/12/2016 09:52:39 AM,63
1503960366,4/12/2016 09:53:33 AM,64
1503960366,4/12/2016 09:53:48 AM,74
1503960366,4/12/2016 09:54:00 AM,80
1503960366,4/12/2016 09:54:51 AM,79
1503960366,4/12/2016 09:55:25 AM,77
1503960366,4/12/2016 09:56:18 AM,67
1503960366,4/12/2016 09:57:16 AM,69
1503960366,4/12/2016 09:58:11 AM,63
1503960366,4/12/2016 09:58:41 AM,52
1503960366,4/12/2016 09:58:51 AM,100
1503960366,4/12/2016 09:59:01 AM,57
1503960366,4/12/2016 09:59:19 AM,70
1503960366,4/12/2016 09:59:36 AM,74
1503960366,4/12/2016 09:59:41 AM,82
1503960366,4/12/2016 09:59:58 AM,71
1503960366,4/12/2016 10:00:15 AM,58
1503960366,4/12/2016 10:00:49 AM,53
1503960366,4/12/2016 10:01:30 AM,58
1503960366,4/12/2016 10:01:38 AM,58
1503960366,4/12/2016 10:02:16 AM,65
1503960366,4/12/2016 10:03:02 AM,99
1503960366,4/12/2016 10:03:20 AM,80
1503960366,4/12/2016 10:04:18 AM,82
1503960366,4/12/2016 10:04:52 AM,68
1503960366,4/12/2016 10:05:42 AM,59
1503960366,4/12/2016 10:06:09 AM,65
1503960366,4/12/2016 10:07:05 AM,67
1503960366,4/12/2016 10:07:26 AM,69
1503960366,4/12/2016 10:08:19 AM,65
1503960366,4/12/2016 10:08:50 AM,80
1503960366,4/12/2016 10:09:20 AM,69
1503960366,4/12/2016 10:09:38 AM,64
1503960366,4/12/2016 10:10:10 AM,55
1503960366,4/12/2016 10:10:29 AM,54
1503960366,4/12/2016 10:10:44 AM,57
1503960366,4/12/2016 10:11:32 AM,50
1503960366,4/12/2016 10:11:42 AM,81
1503960366,4/12/2016 10:12:18 AM,70
1503960366,4/12/2016 10:12:35 AM,50
1503960366,4/12/2016 10:13:18 AM,70
1503960366,4/12/2016 10:13:45 AM,72
1503960366,4/12/2016 10:14:30 AM,67
1503960366,4/12/2016 10:14:35 AM,69
1503960366,4/12/2016 10:14:46 AM,68
1503960366,4/12/2016 10:15:15 AM,58
1503960366,4/12/2016 10:16:03 AM,63
1503960366,4/12/2016 10:16:33 AM,68
1503960366,4/12/2016 10:17:15 AM,71
1503960366,4/12/2016 10:17:50 AM,70
1503960366,4/12/2016 10:17:57 AM,50
1503960366,4/12/2016 10:18:12 AM,83
1503960366,4/12/2016 10:18:46 AM,65
1503960366,4/12/2016 10:19:30 AM,55
1503960366,4/12/2016 10:20:03 AM,62
1503960366,4/12/2016 10:21:02 AM,65
1503960366,4/12/2016 10:21:09 AM,56
1503960366,4/12/2016 10:21:34 AM,58
1503960366,4/12/2016 10:21:47 AM,70
1503960366,4/12/2016 10:22:35 AM,56
1503960366,4/12/2016 10:23:25 AM,85
1503960366,4/12/2016 10:23:58 AM,65
1503960366,4/12/2016 10:24:47 AM,73
1503960366,4/12/2016 10:25:29 AM,79
1503960366,4/12/2016 10:26:14 AM,74
1503960366,4/12/2016 10:26:44 AM,68
1503960366,4/12/2016 10:27:14 AM,73
1503960366,4/12/2016 10:27:28 AM,59
1503960366,4/12/2016 10:28:15 AM,62
1503960366,4/12/2016 10:28:37 AM,77
1503960366,4/12/2016 10:29:33 AM,58
1503960366,4/12/2016 10:30:12 AM,70
1503960366,4/12/2016 10:30:48 AM,90
1503960366,4/12/2016 10:31:15 AM,60
1503960366,4/12/2016 10:31:24 AM,50
1503960366,4/12/2016 10:32:21 AM,67
1503960366,4/12/2016 10:33:05 AM,61
1503960366,4/12/2016 10:33:47 AM,67
1503960366,4/12/2016 10:33:58 AM,52
1503960366,4/12/2016 10:34:29 AM,50
1503960366,4/12/2016 10:35:06 AM,85
1503960366,4/12/2016 10:35:11 AM,63
1503960366,4/12/2016 10:35:25 AM,61
1503960366,4/12/2016 10:35:36 AM,70
1503960366,4/12/2016 10:36:18 AM,50
1503960366,4/12/2016 10:37:13 AM,80
1503960366,4/12/2016 10:38:03 AM,72
1503960366,4/12/2016 10:38:16 AM,61
1503960366,4/12/2016 10:38:43 AM,55
1503960366,4/12/2016 10:39:12 AM,62
1503960366,4/12/2016 10:39:51 AM,59
1503960366,4/12/2016 10:40:29 AM,80
1503960366,4/12/2016 10:40:47 AM,79
1503960366,4/12/2016 10:41:18 AM,73
1503960366,4/12/2016 10:41:24 AM,63
1503960366,4/12/2016 10:41:31 AM,65
1503960366,4/12/2016 10:41:49 AM,70
1503960366,4/12/2016 10:42:41 AM,71
1503960366,4/12/2016 10:43:17 AM,81
1503960366,4/12/2016 10:43:22 AM,67
1503960366,4/12/2016 10:43:42 AM,63
1503960366,4/12/2016 10:44:00 AM,50
1503960366,4/12/2016 10:44:43 AM,50
1503960366,4/12/2016 10:45:07 AM,67
1503960366,4/12/2016 10:46:06 AM,50
1503960366,4/12/2016 10:46:55 AM,63
1503960366,4/12/2016 10:47:46 AM,89
1503960366,4/12/2016 10:48:15 AM,68
1503960366,4/12/2016 10:48:42 AM,75
1503960366,4/12/2016 10:49:33 AM,54
1503960366,4/12/2016 10:50:22 AM,50
1503960366,4/12/2016 10:51:19 AM,64
1503960366,4/12/2016 10:51:25 AM,78
1503960366,4/12/2016 10:51:42 AM,52
1503960366,4/12/2016 10:52:24 AM,50
1503960366,4/12/2016 10:52:46 AM,66
1503960366,4/12/2016 10:53:33 AM,67
1503960366,4/12/2016 10:54:20 AM,50
1503960366,4/12/2016 10:54:26 AM,65
1503960366,4/12/2016 10:55:21 AM,57
1503960366,4/12/2016 10:55:46 AM,68
1503960366,4/12/2016 10:56:38 AM,58
1503960366,4/12/2016 10:57:12 AM,86
1503960366,4/12/2016 10:57:45 AM,82
1503960366,4/12/2016 10:57:56 AM,60
1503960366,4/12/2016 10:58:21 AM,52
1503960366,4/12/2016 10:59:18 AM,78
1503960366,4/12/2016 10:59:46 AM,50
1503960366,4/12/2016 11:00:33 AM,56
1503960366,4/12/2016 11:00:52 AM,57
1503960366,4/12/2016 11:01:07 AM,80
1503960366,4/12/2016 11:01:41 AM,78
1503960366,4/12/2016 11:02:01 AM,77
1503960366,4/12/2016 11:02:53 AM,81
1503960366,4/12/2016 11:03:03 AM,70
1503960366,4/12/2016 11:03:40 AM,61
1503960366,4/12/2016 11:04:36 AM,70
1503960366,4/12/2016 11:05:07 AM,89
1503960366,4/12/2016 11:05:49 AM,85
1503960366,4/12/2016 11:06:15 AM,77
1503960366,4/12/2016 11:07:05 AM,55
1503960366,4/12/2016 11:07:15 AM,71
1503960366,4/12/2016 11:07:55 AM,65
1503960366,4/12/2016 11:08:09 AM,59
1503960366,4/12/2016 11:08:38 AM,73
1503960366,4/12/2016 11:08:51 AM,80
1503960366,4/12/2016 11:09:19 AM,69
1503960366,4/12/2016 11:10:06 AM,67
1503960366,4/12/2016 11:10:55 AM,79
1503960366,4/12/2016 11:11:33 AM,86
1503960366,4/12/2016 11:12:10 AM,63
1503960366,4/12/2016 11:12:31 AM,50
1503960366,4/12/2016 11:13:25 AM,57
1503960366,4/12/2016 11:14:11 AM,50
1503960366,4/12/2016 11:14:27 AM,66
1503960366,4/12/2016 11:15:00 AM,73
1503960366,4/12/2016 11:15:24 AM,80
1503960366,4/12/2016 11:15:56 AM,65
1503960366,4/12/2016 11:16:34 AM,60
1503960366,4/12/2016 11:16:41 AM,51
1503960366,4/12/2016 11:17:09 AM,87
1503960366,4/12/2016 11:17:45 AM,72
1503960366,4/12/2016 11:18:21 AM,82
1503960366,4/12/2016 11:19:15 AM,80
1503960366,4/12/2016 11:19:39 AM,93
1503960366,4/12/2016 11:20:37 AM,74
1503960366,4/12/2016 11:21:18 AM,71
1503960366,4/12/2016 11:22:02 AM,81
1503960366,4/12/2016 11:22:41 AM,57
1503960366,4/12/2016 11:23:33 AM,69
1503960366,4/12/2016 11:24:03 AM,83
1503960366,4/12/2016 11:24:42 AM,75
1503960366,4/12/2016 11:24:57 AM,74
1503960366,4/12/2016 11:25:05 AM,82
1503960366,4/12/2016 11:25:26 AM,60
1503960366,4/12/2016 11:25:40 AM,79
1503960366,4/12/2016 11:25:54 AM,74
1503960366,4/12/2016 11:26:06 AM,85
1503960366,4/12/2016 11:26:11 AM,57
1503960366,4/12/2016 11:26:21 AM,61
1503960366,4/12/2016 11:27:04 AM,69
1503960366,4/12/2016 11:27:13 AM,74
1503960366,4/12/2016 11:27:22 AM,70
1503960366,4/12/2016 11:27:59 AM,64
1503960366,4/12/2016 11:28:25 AM,85
1503960366,4/12/2016 11:28:55 AM,67
1503960366,4/12/2016 11:29:41 AM,78
1503960366,4/12/2016 11:30:34 AM,74
1503960366,4/12/2016 11:30:51 AM,81
1503960366,4/12/2016 11:31:06 AM,87
1503960366,4/12/2016 11:31:47 AM,72
1503960366,4/12/2016 11:31:59 AM,51
1503960366,4/12/2016 11:32:37 AM,60
1503960366,4/12/2016 11:32:50 AM,87
1503960366,4/12/2016 11:33:48 AM,78
1503960366,4/12/2016 11:34:11 AM,60
1503960366,4/12/2016 11:34:28 AM,67
1503960366,4/12/2016 11:35:02 AM,65
1503960366,4/12/2016 11:36:00 AM,51
1503960366,4/12/2016 11:36:23 AM,79
1503960366,4/12/2016 11:36:44 AM,91
1503960366,4/12/2016 11:37:04 AM,71
1503960366,4/12/2016 11:37:43 AM,70
1503960366,4/12/2016 11:38:15 AM,65
1503960366,4/12/2016 11:39:11 AM,70
1503960366,4/12/2016 11:39:45 AM,50
1503960366,4/12/2016 11:40:06 AM,66
1503960366,4/12/2016 11:40:49 AM,54
1503960366,4/12/2016 11:40:56 AM,77
1503960366,4/12/2016 11:41:48 AM,74
1503960366,4/12/2016 11:42:47 AM,72
1503960366,4/12/2016 11:43:39 AM,50
1503960366,4/12/2016 11:44:13 AM,73
1503960366,4/12/2016 11:45:12 AM,51
1503960366,4/12/2016 11:45:46 AM,76
1503960366,4/12/2016 11:45:59 AM,50
1503960366,4/12/2016 11:46:35 AM,50
1503960366,4/12/2016 11:46:54 AM,81
1503960366,4/12/2016 11:47:05 AM,69
1503960366,4/12/2016 11:48:00 AM,63
1503960366,4/12/2016 11:48:24 AM,53
1503960366,4/12/2016 11:48:57 AM,50
1503960366,4/12/2016 11:49:32 AM,79
1503960366,4/12/2016 11:49:52 AM,79
1503960366,4/12/2016 11:50:19 AM,77
1503960366,4/12/2016 11:50:29 AM,50
1503960366,4/12/2016 11:51:11 AM,80
1503960366,4/12/2016 11:51:48 AM,79
1503960366,4/12/2016 11:52:25 AM,50
1503960366,4/12/2016 11:53:24 AM,78
1503960366,4/12/2016 11:54:10 AM,85
1503960366,4/12/2016 11:54:18 AM,63
1503960366,4/12/2016 11:54:56 AM,84
1503960366,4/12/2016 11:55:32 AM,84
1503960366,4/12/2016 11:56:31 AM,50
1503960366,4/12/2016 11:57:28 AM,51
1503960366,4/12/2016 11:57:34 AM,69
1503960366,4/12/2016 11:58:27 AM,50
1503960366,4/12/2016 11:58:58 AM,75
1503960366,4/12/2016 11:59:23 AM,66
1503960366,4/12/2016 11:59:49 AM,90
1503960366,4/12/2016 12:00:05 PM,62
1503960366,4/12/2016 12:00:26 PM,63
1503960366,4/12/2016 12:00:39 PM,68
1503960366,4/12/2016 12:01:13 PM,70
1503960366,4/12/2016 12:01:53 PM,50
1503960366,4/12/2016 12:02:08 PM,79
1503960366,4/12/2016 12:02:30 PM,85
1503960366,4/12/2016 12:02:38 PM,80
1503960366,4/12/2016 12:03:23 PM,83
1503960366,4/12/2016 12:03:33 PM,50
1503960366,4/12/2016 12:04:25 PM,82
1503960366,4/12/2016 12:04:44 PM,66
1503960366,4/12/2016 12:05:16 PM,73
1503960366,4/12/2016 12:05:50 PM,74
1503960366,4/12/2016 12:06:32 PM,71
1503960366,4/12/2016 12:06:47 PM,90
1503960366,4/12/2016 12:07:25 PM,73
1503960366,4/12/2016 12:07:41 PM,88
1503960366,4/12/2016 12:08:33 PM,74
1503960366,4/12/2016 12:09:19 PM,69
1503960366,4/12/2016 12:09:24 PM,70
1503960366,4/12/2016 12:10:20 PM,61
1503960366,4/12/2016 12:11:11 PM,54
1503960366,4/12/2016 12:12:05 PM,94
1503960366,4/12/2016 12:12:25 PM,66
1503960366,4/12/2016 12:12:46 PM,64
1503960366,4/12/2016 12:13:39 PM,70
1503960366,4/12/2016 12:13:48 PM,80
1503960366,4/12/2016 12:13:53 PM,60
1503960366,4/12/2016 12:14:46 PM,70
1503960366,4/12/2016 12:15:42 PM,57
1503960366,4/12/2016 12:16:17 PM,62
1503960366,4/12/2016 12:16:55 PM,57
1503960366,4/12/2016 12:17:27 PM,69
1503960366,4/12/2016 12:18:26 PM,67
1503960366,4/12/2016 12:19:21 PM,53
1503960366,4/12/2016 12:20:01 PM,76
1503960366,4/12/2016 12:20:22 PM,60
1503960366,4/12/2016 12:20:59 PM,63
1503960366,4/12/2016 12:21:22 PM,61
1503960366,4/12/2016 12:21:57 PM,66
1503960366,4/12/2016 12:22:02 PM,69
1503960366,4/12/2016 12:23:00 PM,88
1503960366,4/12/2016 12:23:51 PM,64
1503960366,4/12/2016 12:24:02 PM,69
